Company Name,Report Year,Annual Carbon Emissions,Annual Water Consumption,Renewable Energy Usage,Sustainable Materials Usage Ratio,Waste Recycling Rate
Prudential plc,2019,56421.0 tonnes CO,229268.0 cubic meters,N/A,N/A,63.0 percent
Prudential plc,2020,48840.0 tonnes CO,170648.0 cubic meters,N/A,N/A,62.0 percent
Prudential plc,2021,21467.0 tonnes CO,123025.82 cubic meters,N/A,N/A,N/A
Prudential plc,2023,28888.0 tonnes CO,N/A,N/A,N/A,N/A
Prudential plc,N/A,18583.0 tonnes CO,N/A,N/A,N/A,N/A
CVS Caremark,2013,1737000.0 tonnes CO₂,6700.0 cubic meters,N/A,N/A,N/A
WEC Energy Group,2021,N/A,10000000.0 cubic meters,N/A,N/A,N/A
PSEG,2023,1878390.0 tonnes CO₂,2500.0 cubic meters,158.0 MWh,N/A,N/A
Public Storage,2019,N/A,N/A,N/A,N/A,30.0 percent
Public Storage,2021,11.0 tonnes CO₂,14.0 cubic meters,N/A,N/A,58.0 percent
Public Storage,2022,52.0 tonnes CO₂,N/A,N/A,N/A,53.0 percent
Publicis Groupe S.A.,2015,381066.0 tonnes CO₂,859398.0 cubic meters,25.0 MWh,N/A,N/A
Publicis Groupe S.A.,2019,253218.0 tonnes CO₂,727200.0 cubic meters,37.1 MWh,80.0 percent,N/A
Publicis Groupe S.A.,N/A,N/A,N/A,33.5 MWh,68.0 percent,N/A
PUBLICIS GROUPE SA,2013,N/A,777020.0 cubic meters,43300.0 MWh,N/A,N/A
PulteGroup,2015,N/A,N/A,N/A,N/A,N/A
Qualcomm,2019,10600.0 tonnes CO,0.3 cubic meters,N/A,N/A,1300.0 tonnes CO₂
Qualcomm,2020,112479.0 tonnes CO,1518257.65 cubic meters,3.0 MWh,N/A,25.0 percent
Qualcomm,2021,N/A,N/A,115000.0 MWh,N/A,N/A
Qorvo,2023,N/A,120.0 tonnes CO₂,N/A,N/A,N/A
Quanta Services,2021,653993.0 tonnes CO₂,115.04 cubic meters,N/A,N/A,N/A
Quest Diagnostics,2021,1583.2 tonnes CO₂,3.28 cubic meters,N/A,N/A,45.8 tonnes CO₂
Quest Diagnostics,2023,845.0 tonnes CO₂,N/A,40000000.0 MWh,N/A,N/A
Reed Elsevier,2007,40.0 tonnes CO₂,N/A,N/A,N/A,N/A
Reed Elsevier,2008,100778.0 tonnes CO₂,1379182.0 cubic meters,12.0 MWh,N/A,46.0 percent
Reed Elsevier,2009,38204.0 tonnes CO,N/A,N/A,N/A,N/A
Reed Elsevier,2010,N/A,460000.0 cubic meters,N/A,83.0 percent,N/A
Reed Elsevier,2011,N/A,N/A,23.0 MWh,93.0 percent,66.0 percent
Reed Elsevier,2012,2.0 tonnes CO₂,11.0 cubic meters,33.0 MWh,96.0 percent,64.0 percent
Reed Elsevier,2013,N/A,N/A,40.0 MWh,93.0 percent,66.0 percent
RELX Group,2014,N/A,N/A,46.0 MWh,N/A,N/A
reLX Group,2015,N/A,N/A,50.0 MWh,N/A,N/A
RELX Group,2016,7966.0 tonnes CO,337889.0 cubic meters,N/A,N/A,76.0 percent
RELX Group,2017,8231.0 tonnes CO,344918.0 cubic meters,N/A,N/A,76.0 percent
RELX,2019,N/A,N/A,N/A,N/A,61.0 percent
RELX,2021,N/A,N/A,N/A,N/A,N/A
RELX,2022,5211.0 tonnes CO,156734.0 cubic meters,N/A,N/A,99.0 percent
Repsol,2020,22.0 tonnes CO₂,376961135.0 cubic meters,3295.0 MWh,20.0 percent,N/A
Repsol,N/A,14.4 tonnes CO₂,N/A,2800.0 MWh,N/A,N/A
Repsol,2013,14220000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Target,2016,N/A,52.0 cubic meters,N/A,N/A,N/A
Repsol,2017,848.0 tonnes CO₂,53497.0 cubic meters,N/A,N/A,N/A
Repsol,2018,N/A,N/A,N/A,N/A,N/A
RDI,2023,7080.0 tonnes CO₂,N/A,N/A,N/A,73.0 percent
RBC,2014,144244.0 tonnes CO₂,N/A,18300.0 MWh,N/A,72.0 percent
Royal Bank of Canada (RBC),2015,136426.0 tonnes CO₂,0.72 cubic meters,479173.0 MWh,N/A,99.0 percent
RBC,2016,132663.0 tonnes CO₂,N/A,N/A,N/A,N/A
RBC,2017,147551.0 tonnes CO₂,N/A,20000.0 MWh,N/A,80.0 percent
RBC,2018,159915.0 tonnes CO₂,N/A,N/A,N/A,N/A
RBC,2019,128873.0 tonnes CO₂,N/A,N/A,N/A,N/A
[company name not provided in text],2020,98217.0 tonnes CO₂,N/A,78.0 MWh,N/A,N/A
RBC,2021,68232.0 tonnes CO₂,N/A,84.0 MWh,N/A,N/A
RBC,2022,100337.0 tonnes CO₂,N/A,90.0 MWh,N/A,N/A
Saab,2015,70000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Raytheon Technologies,2021,510500.0 tonnes CO₂,5.69 cubic meters,N/A,N/A,N/A
Abbott,2022,N/A,N/A,N/A,N/A,N/A
RB,2015,294087.0 tonnes CO₂,5108000.0 cubic meters,N/A,N/A,96.0 percent
Reckitt Benckiser Group plc (RB),2017,227766.0 tonnes CO₂,N/A,N/A,N/A,100.0 percent
Reckitt Benckiser Group plc (RB),2020,32400000.0 tonnes CO₂,N/A,33.0 MWh,N/A,96.0 percent
Reckitt,N/A,0.02 tonnes CO,N/A,62.0 MWh,N/A,96.0 percent
Reckitt Benckiser Group plc,2022,358746.0 tonnes CO₂,N/A,93.0 MWh,N/A,N/A
Reckitt Benckiser Group plc (RB),2018,34000000.0 tonnes CO₂,4983800000000.0 cubic meters,N/A,N/A,N/A
Regency Centers,N/A,32281.0 tonnes CO₂,0.03 cubic meters,4606.0 MWh,N/A,N/A
Regency Centers,2018,33873.0 tonnes CO₂,1814188.03 cubic meters,N/A,N/A,N/A
Regency Centers,2019,2080.0 tonnes CO₂,N/A,2416.0 MWh,N/A,3.0 percent
Regency Centers,2020,832381.0 tonnes CO₂,1647.0 cubic meters,N/A,N/A,N/A
Regency Centers,2021,24672.0 tonnes CO₂,N/A,N/A,N/A,35.0 percent
Regency Centers,2022,22939.0 tonnes CO,N/A,N/A,N/A,29.0 percent
Regeneron,2023,N/A,N/A,N/A,N/A,73.0 percent
Nissan Motor Corporation,N/A,3229327.0 tonnes CO₂,26420000.0 cubic meters,148788.0 MWh,N/A,N/A
Nissan Motor Corporation,2020,2962403.0 tonnes CO₂,23714000.0 cubic meters,10.2 MWh,N/A,96.6 percent
Nissan Motor Corporation,2022,2239127.0 tonnes CO₂,20090000.0 cubic meters,11.1 MWh,N/A,N/A
Renault Trucks,2023,N/A,6.5 cubic meters,N/A,N/A,99.9 percent
Rentokil Initial,2018,363399.0 tonnes CO₂,9.7 cubic meters,N/A,N/A,26.0 percent
Republic Services,2018,6000000.0 tonnes CO₂,N/A,N/A,N/A,6000000.0 tonnes CO₂
Republic,2019,400.0 tonnes CO₂,N/A,N/A,N/A,7.0 percent
Republic Services,2020,13453373.0 tonnes CO₂,N/A,19000.0 MWh,N/A,N/A
Republic Services,2021,N/A,N/A,N/A,N/A,N/A
ResMed,2024,28658.0 tonnes CO₂,N/A,122.0 MWh,N/A,N/A
ResMed,2024,28658.0 tonnes CO₂,N/A,122.0 MWh,N/A,N/A
Rio Tinto,2013,32000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Rio Tinto,2019,N/A,N/A,N/A,N/A,N/A
Atalaya Mining Plc.,2023,359170.0 tonnes CO,33.9 cubic meters,50.0 MWh,N/A,N/A
Robert Half,2023,16708.0 tonnes CO₂,N/A,N/A,N/A,N/A
N/A,2017,N/A,N/A,N/A,N/A,80.0 percent
N/A,2018,N/A,2017.0 cubic meters,N/A,N/A,82.0 percent
Rockwell,2021,197.0 tonnes CO₂,N/A,N/A,N/A,86.0 percent
Footsmen,2020,N/A,N/A,N/A,N/A,N/A
"Ross Stores, Inc.",2019,N/A,N/A,N/A,N/A,63.0 percent
"Ross Stores, Inc.",2020,226714.0 tonnes CO₂,N/A,N/A,N/A,67.0 percent
"Ross Stores, Inc.",2022,3.86 tonnes CO₂,N/A,N/A,N/A,N/A
"Ross Stores, Inc.",2023,3.6 tonnes CO₂,N/A,N/A,N/A,680.0 percent
SASB,2022,4979842.0 tonnes CO₂,11015565.0 cubic meters,N/A,N/A,74.0 percent
SAP,2016,380.0 kilotonnes,1.05 cubic meters,100.0 MWh,N/A,90.0 percent
Sempra,2021,6800000.0 tonnes CO₂,N/A,66500000.0 MWh,N/A,99.0 percent
Deutsche Telekom,2017,6013202.0 tonnes CO₂,3.0 cubic meters,100.0 MWh,N/A,N/A
SBA Communications Corporation,2021,87300.0 tonnes CO₂,N/A,N/A,N/A,N/A
SBA Communications Corporation,2022,164700.0 tonnes CO₂,N/A,25.0 MWh,N/A,N/A
SBA Communications,2023,142600.0 tonnes CO₂,N/A,29.0 MWh,N/A,N/A
SL Green Realty Corp.,2013,318330.0 tonnes CO₂,2081938.0 cubic meters,N/A,N/A,77.0 percent
SL Green,2014,206872.0 tonnes CO₂,1963980.0 cubic meters,1748.0 MWh,N/A,79.0 percent
SL Green,2015,169878.0 tonnes CO₂,1756097.0 cubic meters,N/A,N/A,75.0 percent
SL Green Realty Corp.,2016,255434.0 tonnes CO₂,1515582.0 cubic meters,N/A,N/A,55.0 percent
SL Green Realty Corp.,N/A,164860.0 tonnes CO₂,1875591.0 cubic meters,1354.0 MWh,N/A,49.0 percent
SL Green Realty Corp.,2019,104669.0 tonnes CO,N/A,1.2 MWh,90.0 percent,75.0 percent
SL Green Realty Corp.,2020,131706.0 tonnes CO,340.69 cubic meters,N/A,N/A,N/A
SL Green,2021,65589.0 tonnes CO,1514.16 cubic meters,N/A,N/A,35.6 percent
SSE,2016,13066.0 tonnes CO₂,28800000000.0 cubic meters,N/A,N/A,N/A
SSE,2017,19395.0 tonnes CO₂,22700000000.0 cubic meters,30.0 MWh,N/A,N/A
SSE plc,2018,21609.0 tonnes CO₂,8000000.0 cubic meters,N/A,N/A,N/A
SSE plc,2019,N/A,5600000.0 cubic meters,N/A,N/A,N/A
SSE plc,2021,7640000.0 tonnes CO₂,3600000.0 cubic meters,90.36 GWh,N/A,55.0 percent
SSE plc,2022,6240000.0 tonnes CO₂,800000.0 cubic meters,N/A,N/A,N/A
SSE plc,2020,8910000.0 tonnes CO₂,6900000.0 cubic meters,97.6 GWh,N/A,N/A
STMicroelectronics,1998,N/A,7800.0 cubic meters,N/A,N/A,87.0 percent
STMicroelectronics,1999,660000.0 tonnes CO₂,N/A,5.0 MWh,N/A,80.0 percent
STMicroelectronics,2000,N/A,45.0 cubic meters,N/A,N/A,N/A
N/A,2001,N/A,11.3 cubic meters,N/A,N/A,75.0 percent
ST,N/A,N/A,5500.0 cubic meters,10.5 MWh,N/A,N/A
STMicroelectronics (ST),2003,N/A,19800000.0 cubic meters,N/A,N/A,56.0 percent
ST’s Environmental Decalogue,2004,522877.0 tonnes CO₂,N/A,N/A,N/A,N/A
STMicroelectronics,2005,1853000.0 tonnes CO₂,21834000.0 cubic meters,N/A,N/A,78.0 percent
ST,2006,563363.0 tonnes CO₂,22215.0 cubic meters,N/A,N/A,80.0 percent
ST,N/A,1542.0 tonnes CO₂,N/A,3.0 MWh,N/A,100.0 percent
ST,2008,8.1 tonnes CO₂,N/A,3.0 MWh,N/A,89.0 percent
ST,2009,3.0 tonnes CO₂,N/A,3.0 MWh,N/A,87.0 percent
STMicroelectronics,2010,1518.0 tonnes CO₂,17393000.0 cubic meters,6.9 MWh,N/A,N/A
STMicroelectronics,2011,48.0 tonnes CO₂,N/A,3.3 GWh,N/A,92.0 percent
STMicroelectronics,2012,561.0 tonnes CO₂,16151000.0 cubic meters,7.4 MWh,N/A,6.0 percent
STMicroelectronics,2013,402875.0 tonnes CO₂,17484000.0 cubic meters,17.6 MWh,N/A,91.4 percent
ST,2014,1525.0 tonnes CO₂,17386.0 cubic meters,19.74 MWh,N/A,92.05 percent
ST,2015,397832.0 tonnes CO₂,N/A,22.5 MWh,N/A,86.6 percent
ST,2017,382909.0 tonnes CO₂,29219000.0 cubic meters,N/A,N/A,43.8 percent
ST,2018,1493.0 tonnes CO₂,17064.0 cubic meters,26.0 MWh,N/A,N/A
ST,2020,1402.0 tonnes CO₂,18843000.0 cubic meters,26.4 MWh,N/A,94.0 percent
ST,2021,1137.0 tonnes CO₂,20223.0 cubic meters,39.6 MWh,N/A,95.3 percent
ST,2022,1044.0 tonnes CO₂,21445000.0 cubic meters,51.0 MWh,N/A,90.0 percent
STMicroelectronics,2023,972.0 tonnes CO₂,22000000.0 cubic meters,62.0 MWh,N/A,94.7 percent
SVB,2022,16235.0 tonnes CO₂,N/A,263.0 MWh,N/A,N/A
Safran SA,2023,N/A,N/A,N/A,N/A,N/A
Intuit,2020,37524.0 tonnes CO₂,N/A,100.0 MWh,N/A,77.0 percent
The Sage Group plc,2021,120661.0 tonnes CO,19.0 cubic meters,35.0 MWh,N/A,N/A
Sage,2022,N/A,N/A,N/A,N/A,N/A
Sage,2023,193951.4 tonnes CO₂,N/A,N/A,N/A,N/A
J Sainsbury plc,N/A,818161.0 tonnes CO,2776288.0 cubic meters,N/A,N/A,N/A
SANOFI,2019,929929.0 tonnes CO₂,34600000.0 cubic meters,186926.0 MWh,N/A,75.0 percent
SANOFI,2020,771194.0 tonnes CO₂,N/A,N/A,N/A,N/A
Sanofi,N/A,660481.0 tonnes CO₂,31400000.0 cubic meters,953545.0 MWh,N/A,N/A
Sanofi,N/A,N/A,N/A,905007.0 MWh,N/A,N/A
Ansell,2018,353.0 tonnes CO,10.6 cubic meters,12.5 MWh,N/A,N/A
Infosys,N/A,462000.0 tonnes CO₂,2776602.0 cubic meters,119000000.0 MWh,N/A,100.0 percent
NRG,2020,29900000.0 tonnes CO₂,3672533000.0 cubic meters,1800.0 MWh,N/A,N/A
Schlumberger,2021,1369000.0 tonnes CO₂,N/A,205000.0 MWh,N/A,N/A
SLB,N/A,36644000.0 tonnes CO₂,3604000.0 cubic meters,260000.0 MWh,N/A,N/A
Glencore,2015,37000000.0 tonnes CO₂,290000000.0 cubic meters,18.0 MWh,N/A,N/A
Schneider Electric,N/A,N/A,N/A,N/A,N/A,N/A
Schneider Electric,2010,357513.0 tonnes CO₂,2493351.0 cubic meters,N/A,N/A,79.0 percent
Schneider Electric,N/A,161933.0 tonnes CO₂,N/A,N/A,N/A,N/A
Schneider Electric,N/A,4.1 tonnes CO₂,N/A,N/A,N/A,N/A
Schneider Electric,N/A,47.0 tonnes CO₂,N/A,N/A,N/A,N/A
Schneider Electric,N/A,7.5 tonnes CO₂,N/A,N/A,N/A,99.0 percent
Schneider Electric,N/A,89.0 tonnes CO₂,N/A,50.0 MWh,96.0 percent,95.0 percent
Schneider Electric,N/A,410000.0 tonnes CO₂,N/A,80.0 MWh,N/A,N/A
Schneider Electric,2021,554619.0 tonnes CO,105.0 cubic meters,82.0 MWh,11.0 percent,96.0 percent
Schneider Electric,2022,60952497.0 tonnes CO,N/A,85.0 MWh,18.0 percent,96.3 percent
Deutsche Post DHL Group,2014,28600000.0 tonnes CO₂,N/A,61.3 MWh,N/A,N/A
Schroders Capital UK Real Estate Fund,2023,4012.0 tonnes CO,N/A,N/A,N/A,N/A
N/A,2019,N/A,N/A,N/A,N/A,N/A
Barclays PLC,2016,19003.0 tonnes CO₂,N/A,N/A,N/A,N/A
Barclays PLC,2018,292151.0 tonnes CO₂,N/A,N/A,N/A,N/A
Barclays PLC,2019,68137.0 tonnes CO,1225000.0 cubic meters,60.0 MWh,N/A,N/A
RBC,2023,119802.0 tonnes CO₂,N/A,100.0 MWh,N/A,N/A
Scottish Widows,2022,2.8 tonnes CO₂,N/A,N/A,N/A,N/A
Seagate,2023,N/A,N/A,50.0 MWh,N/A,N/A
Chevron,2017,N/A,N/A,N/A,N/A,N/A
SEE,2021,431961.0 tonnes CO₂,N/A,12.0 MWh,N/A,N/A
Sealed Air,2023,N/A,1513919.0 cubic meters,N/A,N/A,N/A
seGro,2012,N/A,103092.0 cubic meters,8557.0 MWh,N/A,79.0 percent
SEGRO plc,N/A,254168.0 tonnes CO,N/A,678294.0 MWh,N/A,N/A
SEGRO plc,2024,737123.0 tonnes CO,N/A,1140775.0 MWh,N/A,N/A
SEGRO plc,2022,669067.0 tonnes CO,N/A,30131.0 MWh,N/A,N/A
Sempra,2019,N/A,N/A,N/A,N/A,N/A
Sempra Energy,2020,73000000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Sempra,2023,67.8 tonnes CO₂,1233000000.0 cubic meters,N/A,N/A,N/A
Oncor,2022,7200000.0 tonnes CO₂,104855857.0 cubic meters,59.0 MWh,N/A,59.0 percent
Severn Trent Plc,2020,156014.0 tonnes CO,130.0 cubic meters,51.0 MWh,N/A,99.0 percent
Severn Trent Plc,2021,102113.0 tonnes CO₂,25000000.0 cubic meters,53.0 MWh,100.0 percent,87.0 percent
Severn Trent PLC,2024,N/A,126.0 cubic meters,N/A,N/A,N/A
Government Pension Fund Global,2017,101000000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Shell,2005,105000000.0 tonnes CO₂,638000000.0 cubic meters,N/A,N/A,N/A
Shell,2006,N/A,N/A,N/A,N/A,N/A
Shell,2008,N/A,224000000.0 cubic meters,550.0 MWh,N/A,N/A
Shell,2009,64000000.0 tonnes CO₂,198000000.0 cubic meters,N/A,N/A,N/A
Shell,2010,75000000.0 tonnes CO₂,202000000.0 cubic meters,N/A,N/A,N/A
Shell,2011,74000000.0 tonnes CO₂,209000000.0 cubic meters,N/A,N/A,N/A
Shell,2012,72000000.0 tonnes CO₂,203000000.0 cubic meters,N/A,N/A,N/A
Shell,2013,73000000.0 tonnes CO₂,198000000.0 cubic meters,N/A,N/A,N/A
Shell,2014,76000000.0 tonnes CO₂,199000000.0 cubic meters,N/A,N/A,N/A
Shell,2015,72000000.0 tonnes CO₂,186000000.0 cubic meters,N/A,N/A,N/A
Shell,2016,70000000.0 tonnes CO₂,152000000.0 cubic meters,9500000000.0 MWh,75.0 percent,N/A
Shell,2017,73000000.0 tonnes CO₂,201000000.0 cubic meters,N/A,N/A,N/A
Shell,2018,71000000.0 tonnes CO₂,147000000.0 cubic meters,N/A,N/A,N/A
Shell,2019,70000000.0 tonnes CO₂,192000000.0 cubic meters,N/A,N/A,N/A
Shell,2020,63000000.0 tonnes CO₂,171000000.0 cubic meters,1800000.0 MWh,N/A,N/A
Shell,2021,68000000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Shell,2022,51000000.0 tonnes CO₂,N/A,243.0 MWh,N/A,N/A
SHERWIN-WILLIAMS,2020,627265.0 tonnes CO₂,1474380.0 cubic meters,50.0 MWh,N/A,43.08 percent
Sherwin-Williams,2023,700323.0 tonnes CO₂,N/A,N/A,N/A,N/A
Sherwin-Williams,2021,354397.0 tonnes CO₂,3785000.0 cubic meters,N/A,N/A,39.6 percent
Sherwin-Williams,2022,430114.0 tonnes CO₂,3950158.0 cubic meters,N/A,N/A,38.7 percent
Sherwin-Williams,2023,700323.0 tonnes CO₂,N/A,N/A,N/A,N/A
Siemens,2019,1300000.0 tonnes CO₂,50.0 cubic meters,100.0 MWh,N/A,N/A
Siemens,2023,N/A,510000.0 cubic meters,N/A,N/A,93.0 percent
"SIMON PROPERTY GROUP, INC.",2014,42.0 tonnes CO₂,N/A,N/A,N/A,N/A
"SIMON PROPERTY GROUP, INC.",2015,N/A,12238130.0 cubic meters,N/A,N/A,N/A
"Simon Property Group, Inc.",2016,N/A,13785864.0 cubic meters,N/A,N/A,N/A
"Simon Property Group, Inc.",2017,N/A,12357840.0 cubic meters,N/A,N/A,N/A
"Simon Property Group, Inc.",2018,N/A,13169096.0 cubic meters,N/A,N/A,N/A
"Simon Property Group, Inc.",2019,260000.0 tonnes CO₂,12612918.0 cubic meters,373777.0 MWh,N/A,N/A
Simon,2020,266578.0 tonnes CO₂,12342937.0 cubic meters,N/A,N/A,N/A
Simon,2021,119230.0 tonnes CO₂,N/A,N/A,N/A,N/A
Simon,2022,126469.0 tonnes CO₂,2860076.0 cubic meters,3544.0 MWh,N/A,N/A
ASEH,2019,1794103.0 tonnes CO,24177.0 cubic meters,512067.0 MWh,N/A,79.0 percent
Factory,2020,128189.0 tonnes CO₂,N/A,N/A,N/A,66.0 percent
Skyworks,2021,126000.0 tonnes CO₂,1933047.97 cubic meters,N/A,N/A,N/A
Skyworks,2022,157554.0 tonnes CO₂,1976053.05 cubic meters,7.0 MWh,N/A,46.0 percent
Skyworks,2023,121468.0 tonnes CO₂,1787350.39 cubic meters,96683.0 MWh,N/A,39.0 percent
Cummins,N/A,N/A,3974680.5 cubic meters,N/A,20.0 percent,90.0 percent
Cummins,N/A,788000.0 tonnes CO₂,3.68 cubic meters,N/A,N/A,90.0 percent
Smiths Group plc,2015,97000.0 tonnes CO₂,403000.0 cubic meters,N/A,N/A,N/A
Smiths Group plc,2016,79000.0 tonnes CO₂,428000.0 cubic meters,N/A,N/A,N/A
Smiths,N/A,66412.0 tonnes CO₂,N/A,48.0 MWh,N/A,71.0 percent
Disney,2020,1516834.0 tonnes CO₂,25967912.6 cubic meters,N/A,N/A,60.0 percent
SMURFIT KAPPA GROUP,2009,243000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Smurfit Kappa Group,2010,2878.0 tonnes CO₂,127.0 cubic meters,32524.0 MWh,N/A,439496.0 tonnes CO₂
Smurfit Kappa,2011,2852.0 tonnes CO₂,122.0 cubic meters,32779.0 MWh,N/A,329149.0 tonnes CO₂
SMURFIT KAPPA,2012,2773.0 tonnes CO₂,126.0 cubic meters,31936.0 MWh,N/A,322712.0 tonnes CO₂
Smurfit Kappa,2013,1728.0 tonnes CO₂,91.0 cubic meters,N/A,N/A,55.4 percent
Smurfit Kappa,2014,2647.0 tonnes CO₂,121.0 cubic meters,N/A,N/A,365411.0 tonnes CO₂
Smurfit Kappa,2015,2607.0 tonnes CO₂,120.0 cubic meters,35232.0 MWh,N/A,358199.0 tonnes CO₂
Smurfit Kappa,2016,2683.0 tonnes CO₂,121.0 cubic meters,36013.0 MWh,N/A,338950.0 tonnes CO₂
Smurfit Kappa,2017,2670.0 tonnes CO₂,119.0 cubic meters,37157.0 MWh,N/A,38.2 percent
Smurfit Kappa,2018,2489.0 tonnes CO₂,115.3 cubic meters,36580.0 MWh,N/A,37.8 percent
Smurfit Kappa,2019,1667.0 tonnes CO₂,107.0 cubic meters,51.4 MWh,N/A,57.4 percent
Smurfit Kappa,2020,2545.0 tonnes CO₂,144.3 cubic meters,N/A,N/A,46.0 percent
Smurfit Kappa,2021,2500.0 tonnes CO₂,140.1 cubic meters,37363.0 MWh,N/A,51.9 percent
Smurfit Kappa,2022,2541.0 tonnes CO₂,141.1 cubic meters,37506.0 MWh,N/A,70.1 percent
"Wal-Mart Stores, Inc.",2016,N/A,1800000.0 cubic meters,N/A,N/A,N/A
Planet in Balance,2017,2700000.0 MWh,3.0 cubic meters,N/A,N/A,N/A
Snap One,2023,37310.0 tonnes CO,N/A,N/A,N/A,N/A
Societe Generale Group,2013,319961.0 tonnes CO₂,1640000.0 cubic meters,29.0 MWh,N/A,27.0 percent
SOCIETE GENERALE GROUP,2016,326377.0 tonnes CO₂,2000000.0 cubic meters,26.0 MWh,48.0 percent,N/A
Societe Generale,2021,222000.0 tonnes CO,N/A,27.0 GWh,N/A,N/A
Southern Company,N/A,75100000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Southern Company,2022,157.0 tonnes CO₂,N/A,20000.0 MWh,N/A,N/A
Southwest Airlines,2015,18779872.0 tonnes CO₂,0.3 cubic meters,20500000.0 MWh,N/A,37.25 percent
Southwest Airlines,2016,19717886.0 tonnes CO₂,0.31 cubic meters,N/A,N/A,N/A
Southwest Airlines,2019,20532323.0 tonnes CO₂,0.36 cubic meters,25000000.0 MWh,N/A,N/A
Southwest Airlines,2020,12591984.0 tonnes CO₂,0.31 cubic meters,0.0 MWh,N/A,25.0 percent
Southwest Airlines,2022,N/A,N/A,59670.0 MWh,N/A,N/A
Southwest Airlines Co.,2023,12900000.0 tonnes CO₂,N/A,58000.0 MWh,N/A,4207288.0 percent
Spirax-Sarco Engineering plc,2019,43375.0 tonnes CO,212027.0 cubic meters,N/A,N/A,79.0 percent
CapShift,2023,N/A,N/A,N/A,N/A,N/A
Stanley Black and Decker,2018,N/A,N/A,158000.0 MWh,N/A,14000.0 tonnes CO₂
Stanley Black & Decker,2023,291000.0 tonnes CO₂,1915267.35 cubic meters,N/A,N/A,37.0 percent
Starbucks,N/A,N/A,17.88 cubic meters,1392000000.0 MWh,N/A,N/A
Starbucks,N/A,N/A,18.73 cubic meters,59.3 MWh,N/A,47.0 percent
Starbucks,2013,N/A,19.22 cubic meters,54.9 MWh,N/A,N/A
Starbucks Corporation,2020,N/A,N/A,N/A,N/A,N/A
State Street Corporation,2023,84671.0 tonnes CO,291.23 cubic meters,N/A,N/A,69.3 percent
FCA,2014,32000.0 tonnes CO₂,3.16 cubic meters,20.4 MWh,N/A,97.4 percent
FCA (Fiat Chrysler Automobiles),2015,0.47 tonnes CO₂,3.09 cubic meters,100.0 MWh,N/A,96.7 percent
FCA (Fiat Chrysler Automobiles),2016,3899000.0 tonnes CO₂,3.19 cubic meters,26.1 MWh,43.0 percent,98.9 percent
FCA (Fiat Chrysler Automobiles),N/A,33.0 tonnes CO₂,37.0 cubic meters,100.0 MWh,N/A,96.0 percent
FCA,2018,3599405.0 tonnes CO₂,21651000.0 cubic meters,15.0 MWh,N/A,96.0 percent
SAP,2016,380.0 kilotonnes,1050000.0 cubic meters,100.0 MWh,N/A,160.0 tonnes CO₂
Sempra,2021,6800000.0 tonnes CO₂,N/A,66500000.0 MWh,N/A,99.0 percent
Deutsche Telekom,2017,6013202.0 tonnes CO₂,3.0 cubic meters,100.0 MWh,N/A,N/A
SBA Communications Corporation,2021,87300.0 tonnes CO₂,N/A,N/A,N/A,N/A
SBA Communications Corporation,2022,164700.0 tonnes CO₂,N/A,25.0 MWh,N/A,N/A
SBA Communications,2023,142600.0 tonnes CO₂,N/A,29.0 MWh,N/A,N/A
SL Green Realty Corp.,2013,318330.0 tonnes CO₂,2081938.0 cubic meters,N/A,N/A,77.0 percent
SL Green,2014,206872.0 tonnes CO₂,1963980.0 cubic meters,1748.0 MWh,N/A,79.0 percent
SL Green,2015,169878.0 tonnes CO₂,1756097.0 cubic meters,111.0 MWh,75.0 percent,75.0 percent
SL Green Realty Corp.,2016,255434.0 tonnes CO₂,1515582.0 cubic meters,904.0 MWh,N/A,55.0 percent
SL Green Realty Corp.,N/A,164860.0 tonnes CO₂,1875591.0 cubic meters,1354.0 MWh,N/A,49.0 percent
SL Green Realty Corp.,2019,104669.0 tonnes CO,N/A,N/A,90.0 percent,75.0 percent
SL Green Realty Corp.,2020,131706.0 tonnes CO,3785.41 cubic meters,N/A,N/A,N/A
SL Green,2021,65589.0 tonnes CO,1514.16 cubic meters,N/A,N/A,35.6 percent
SSE,2016,13066.0 tonnes CO₂,8000000.0 cubic meters,9695.0 GWh,N/A,N/A
SSE,2017,19395.0 tonnes CO₂,22700000000.0 cubic meters,30.0 MWh,N/A,N/A
SSE plc,2018,21609.0 tonnes CO₂,8000000.0 cubic meters,9428.0 GWh,N/A,N/A
SSE plc,2019,N/A,5600000.0 cubic meters,N/A,N/A,N/A
SSE plc,2021,7640000.0 tonnes CO₂,3600000.0 cubic meters,90.36 GWh,N/A,55.0 percent
SSE plc,2022,6240000.0 tonnes CO₂,800000.0 cubic meters,N/A,N/A,N/A
SSE plc,2020,8910000.0 tonnes CO₂,6900000.0 cubic meters,97.6 GWh,N/A,N/A
STMicroelectronics,1998,N/A,7800.0 cubic meters,N/A,30.0 percent,87.0 percent
